name,type,mass,radius,x,y,z,vx,vy,vz,R,G,B
sys77_planet2,planet,3.2730599,2.78943,632.9113,-1914.046,-1798.8097,-3.1961312,-2.0922413,-0.040423584,0.7631,0.0337,0.1100
sys77_planet3,planet,1.1910671,1.98964,591.92647,-2006.3655,-1799.6342,1.4310453,-3.1113205,-0.015164244,0.9302,0.2921,0.0006
sys77_planet4,planet,4.4890509,1.55444,697.27572,-1873.5841,-1797.8495,-3.0278882,0.85593326,0.004714392,0.9073,0.2178,0.0418
sys77_planet5,planet,2.3325899,2.26526,780.60543,-2007.788,-1797.0452,0.92773984,2.7559628,-0.033440409,1.0000,0.2191,0.5226
sys77_planet6,planet,4.3077701,1.17129,797.54866,-2019.0489,-1800.0848,0.97017669,2.5520388,0.019561133,0.9715,0.0142,0.1072
sys77_planet7,planet,7.807855,1.43615,775.61335,-2073.3165,-1801.9619,1.8028918,1.8543516,-0.0041173202,0.1427,0.7302,0.6720
sys77_planet8,planet,0.75107685,1.78514,694.54643,-1809.165,-1796.8463,-2.4171751,0.36959766,-0.0015473886,0.1200,0.8015,0.2996
sys77_planet9,planet,5.1434386,2.8212,634.96717,-2149.4684,-1793.8586,2.2887918,-0.44646897,-0.0473187,0.4486,0.2474,0.1131
sys77_planet10,planet,7.0900192,2.39404,859.55329,-2023.8113,-1794.1323,0.60755744,2.1621718,0.024787323,0.5440,0.0556,0.9028
sys77_planet11,planet,5.0860444,1.3581,874.34077,-2000.3308,-1801.4142,0.31928024,2.1893501,0.0035337386,0.1268,0.4499,0.9760
sys77_planet12,planet,3.5464487,1.47577,755.67136,-1768.2093,-1795.7365,-1.9387881,0.8222285,-0.023590382,0.0478,0.2701,0.9460
sys77_planet13,planet,5.0575017,0.885816,515.38303,-1785.1611,-1800.7631,-1.5467696,-1.2892466,-0.01266805,0.7446,0.7856,0.8543
sys78_star,star,1000,11.0538,-404.4284,2331.1596,480.21277,0,0,0,0.9796,0.9652,0.8347
sys78_planet0,planet,4.2390882,2.41399,-369.28926,2353.032,481.26431,-2.6328298,4.2297657,0.035198912,0.0608,0.2214,0.9554
sys78_planet1,planet,0.91439991,1.19447,-360.56953,2389.7585,481.81721,-2.9250095,2.1892498,0.0027405867,0.1107,0.7609,0.2557
sys78_planet2,planet,0.55296549,2.48847,-500.62128,2318.0582,481.09978,0.43540233,-3.1968042,-0.0049863365,0.7286,0.8556,0.9145
sys78_planet3,planet,3.4000337,2.73888,-288.95309,2390.6255,481.11249,-1.2558671,2.438734,-0.011981104,0.5636,0.0823,0.9376
sys78_planet4,planet,0.60190228,1.40623,-467.42549,2191.9127,477.17472,2.3007141,-1.0408729,-0.052238503,0.8761,0.2948,0.0760
sys78_planet5,planet,0.87014216,3.26578,-587.97237,2298.4744,482.8796,0.40162118,-2.2553062,0.020100645,0.7439,0.8693,0.9088
sys78_planet6,planet,1.6424426,2.66398,-522.77741,2503.1638,482.69476,-1.8051678,-1.2420614,0.0023818078,0.4257,0.2635,0.1177
sys78_planet7,planet,5.5899104,2.50936,-642.75685,2288.736,486.30383,0.35476321,-1.9930007,0.019403456,1.0000,0.8163,0.1747
sys79_star,star,1000,8.06103,2165.1161,1521.8046,-163.09199,0,0,0,0.9831,0.5777,0.0893
sys79_planet0,planet,2.6413247,2.54096,2142.7097,1485.8969,-162.45187,4.1817251,-2.6093993,0.10055138,0.3749,0.9662,0.1711
sys79_planet1,planet,4.0326945,1.95735,2209.5252,1579.8292,-161.58336,-2.9025832,2.2214903,-0.042703737,0.0797,0.2094,0.9046
sys79_planet2,planet,3.4624963,0.929851,2223.5027,1441.1441,-161.52394,2.541121,1.8394063,-0.030710043,0.7362,0.2347,0.9075
sys79_planet3,planet,7.729737,3.48858,2153.8442,1649.8709,-160.8405,-2.7428997,-0.24141975,-0.035201065,0.6584,0.3198,0.1002
sys79_planet4,planet,0.9632113,2.39471,2317.9898,1489.2919,-159.595,0.52673465,2.4766911,-0.0072806578,0.1235,0.7352,0.6709
sys79_planet5,planet,0.14335833,3.11361,2342.4832,1553.0864,-158.78082,-0.40668649,2.3058984,0.0061431337,0.6998,0.2643,0.8935
sys79_planet6,planet,4.4427037,1.83354,1966.2314,1589.3369,-166.54598,-0.70652655,-2.0807401,0.01436359,0.7265,0.7906,0.8544
sys79_planet7,planet,2.5255018,1.14319,2389.6175,1618.6331,-168.01163,-0.81243181,1.8836602,-0.0054306664,1.0000,0.3853,0.0686
gal0_star00000,star,0.54647979,0.690936,-551.43501,-56.815552,-5.3126653,0.68133131,-9.6264131,-0.27499819,0.9699,0.5629,0.1453
gal0_star00001,star,1.2160276,0.804164,585.6456,-439.30128,-31.393804,5.437422,6.3731592,0.097490237,1.0000,0.8446,0.4763
gal0_star00002,star,0.72834434,1.08903,-80.06082,23.403668,0.090303496,-4.9975652,-22.364581,-0.93745422,1.0000,0.8533,0.4254
gal0_star00003,star,0.51736476,0.965125,167.39627,643.41808,4.5083475,-8.3506809,2.5106971,0.21593999,0.9916,0.9039,0.6263
gal0_star00004,star,1.0737211,0.3151,-680.40345,187.75088,-14.843748,-2.5113218,-7.8918398,-0.1887799,0.9719,0.3902,0.0195
gal0_star00005,star,0.75701813,1.08412,96.611068,114.79299,28.491942,-14.009324,10.406118,0.8543206,0.9913,0.8692,0.4538
gal0_star00006,star,0.80037653,0.50757,-1106.1376,707.91157,-4.3749166,-3.5909117,-5.4231555,-0.39674238,1.0000,0.8286,0.4210
gal0_star00007,star,0.78561182,0.374562,-181.19106,-130.18649,-21.081099,9.5346462,-12.569295,0.76974895,0.9980,0.7308,0.2561
gal0_star00008,star,0.62357145,0.692787,-1003.9225,-177.38299,11.783048,0.97236834,-6.9333331,-0.3133265,0.9917,0.9492,0.8266
gal0_star00009,star,1.447378,1.03984,-632.40251,265.45808,-11.250177,-3.2749633,-7.7116929,0.25079223,0.9781,0.9507,0.8162
gal0_star00010,star,1.9094028,0.801216,-431.57862,155.713,1.7563965,-3.2360161,-9.656153,0.2489968,1.0000,0.8275,0.4384
gal0_star00011,star,1.6328161,1.10018,-368.52975,-97.609097,-7.5072355,2.7019666,-11.444589,-0.55059561,1.0000,0.6013,0.0890
gal0_star00012,star,0.69228388,0.392659,667.75818,166.59369,5.3841902,-2.3383362,8.2919898,-0.42350261,1.0000,0.5306,0.0750
gal0_star00013,star,0.91325673,0.310872,-970.59509,-37.5792,4.2586316,0.10346354,-6.8095621,-0.39805149,0.9916,0.3843,0.0344
gal0_star00014,star,1.5185575,0.583329,-628.03995,-633.82389,-2.3071587,5.2775364,-5.6257212,0.16920581,0.9854,0.7235,0.2731
gal0_star00015,star,1.8204585,0.792943,-553.4199,-224.50417,-9.5426099,4.0716268,-9.0341248,-0.04154972,0.9730,0.9209,0.6590
gal0_star00016,star,0.97300157,1.11507,-318.1983,14.560773,-20.774247,-0.40177563,-12.634154,-0.22882672,0.9769,0.9642,0.8154
gal0_star00017,star,1.8246136,1.01162,-394.80731,907.25618,-0.54732313,-6.378468,-3.2371315,0.30339725,1.0000,0.7151,0.2443
gal0_star00018,star,1.1835601,0.754303,394.39224,436.15693,-31.447481,-6.8255142,6.1954731,0.046896205,1.0000,0.7100,0.2397
gal0_star00019,star,1.809455,0.614069,-258.10984,518.44788,3.4136079,-8.6875704,-3.7547512,-0.36788079,0.9858,0.9170,0.6200
gal0_star00020,star,1.6956026,1.10212,1081.29,389.146,1.3921674,-2.0897858,6.0325491,0.28503639,0.9686,0.8276,0.4169
gal0_star00021,star,0.97388773,0.860466,-108.27842,118.77866,22.424722,-12.986648,-12.292469,0.50156328,1.0000,0.8294,0.4527
gal0_star00022,star,1.2397144,0.937349,615.51737,381.71791,-11.390422,-4.4440134,7.0980454,-0.041401709,1.0000,0.7275,0.2261
gal0_star00023,star,1.0604303,0.849756,-479.10412,647.52349,-5.8219745,-5.9208018,-5.0120674,-0.151674,0.9839,0.3540,0.0254
gal0_star00024,star,0.99214747,0.387493,168.73383,361.54118,-10.471381,-10.25213,4.8822562,-0.80949297,0.9794,0.8725,0.4591
gal0_star00025,star,1.4746408,1.04741,335.90614,-821.61152,-4.9769797,7.053596,3.0243411,0.14993314,0.9915,0.8903,0.6402
gal0_star00026,star,1.0623741,0.365175,-1423.435,-149.09934,-2.933964,0.51336896,-5.9375116,-0.17890375,1.0000,0.8532,0.4310
gal0_star00027,star,1.3027781,0.977988,302.16284,825.05561,12.231248,-7.0065797,2.3300842,-0.073249586,1.0000,0.5497,0.1042
gal0_star00028,star,1.345086,1.07624,287.09992,-178.57865,26.187225,6.0981866,10.827318,-1.1509591,0.9968,0.3861,0.0465
gal0_star00029,star,0.95519703,0.957927,-743.52961,-14.676015,-14.456835,-0.088535259,-8.6495731,0.15574961,1.0000,0.5254,0.1572
gal0_star00030,star,1.5712712,0.946517,-556.46094,-140.19831,-3.1685765,2.0487657,-8.7370077,0.0064817433,1.0000,0.7291,0.2346
gal0_star00031,star,1.7472948,0.844706,754.85304,652.07709,-4.2943122,-4.8229029,5.169143,0.16456406,0.9957,0.9248,0.6580
gal0_star00032,star,1.724904,0.574749,-169.05846,-164.34067,-15.732754,10.921474,-9.0743215,0.54962593,1.0000,0.7055,0.2376
gal0_star00033,star,0.98619484,0.583812,166.01592,-233.5497,-8.6977419,11.070229,7.266988,0.43781078,0.9996,0.5539,0.1015
gal0_star00034,star,1.3669259,0.957428,-615.51065,-655.09153,-5.9310948,5.4590821,-5.1935098,0.21669289,1.0000,0.7018,0.2187
gal0_star00035,star,1.5157928,0.830382,636.9535,-707.33369,1.7068028,5.2277492,4.6757147,-0.044437078,0.9829,0.9460,0.6444
gal0_star00036,star,0.66262791,0.535977,-1400.9876,100.70313,-17.097418,-0.55111448,-5.2085595,-0.050937015,0.9967,0.9220,0.6670
gal0_star00037,star,0.85186162,0.36523,98.768113,-418.37453,-2.054933,10.357363,2.6240496,0.11488175,0.9900,0.9640,0.8081
gal0_star00038,star,1.1795575,0.318479,439.54204,252.69341,22.700565,-5.3074113,8.9331614,-0.29438782,1.0000,0.9454,0.6458
gal0_star00039,star,1.2039669,0.3299,242.65317,215.11972,5.6621975,-8.6503331,9.4605932,0.34213418,0.9859,0.8650,0.4382
gal0_star00040,star,1.4146755,0.967358,-158.68253,319.54528,22.012961,-9.7510955,-5.733446,0.33040973,1.0000,0.9947,0.8057
gal0_star00041,star,0.97264759,1.09932,-313.70626,19.807882,-8.2224886,0.085069035,-12.489143,-0.24048108,1.0000,0.8102,0.4460
gal0_star00042,star,0.57264926,0.490031,-176.77321,-154.78547,-2.8751586,8.8961141,-10.402764,-0.1486543,1.0000,0.7140,0.2435
gal0_star00043,star,0.90408941,0.561285,843.00314,-1067.3062,10.756484,4.791177,3.7537999,0.091514065,1.0000,0.8351,0.4648
gal0_star00044,star,1.1770403,0.48805,-1824.4044,136.41853,-8.5768001,-0.47665241,-5.3582691,-0.067668098,1.0000,0.7049,0.2468
gal0_star00045,star,1.5702509,0.349059,78.787103,88.487236,-17.590436,-13.845365,13.880115,0.60957939,0.9863,0.9793,0.8265
gal0_star00046,star,0.73790495,0.860637,-99.181884,-556.04908,12.681304,9.636176,-2.2439633,-0.010413884,0.9865,0.9607,0.7838
gal0_star00047,star,1.0225675,0.890085,-97.743718,-325.87817,11.662452,12.17248,-3.289206,0.21122734,0.9993,0.9822,0.8289
gal0_star00048,star,1.7393459,1.02789,-34.107971,711.30177,9.6093737,-7.9131277,-0.3151999,-0.04026999,1.0000,0.9748,0.8359
gal0_star00049,star,1.7544461,1.10036,71.535974,471.4453,3.3259859,-10.301744,1.3440891,0.71959521,0.9910,0.8557,0.4658
gal0_star00050,star,1.7162588,0.625678,54.153965,20.12953,-9.9980134,-10.694779,27.354937,-0.21214326,0.9799,0.9257,0.6237
gal0_star00051,star,1.0153263,0.396325,-311.43362,1134.555,9.3580539,-5.7032661,-2.1562923,0.10556431,0.9811,0.8975,0.6159
gal0_star00052,star,0.53945387,0.902482,663.77225,113.03103,-4.2458085,-1.4475426,8.4583986,0.44028342,1.0000,0.5637,0.0680
gal0_star00053,star,0.8151408,1.12765,-816.17375,1660.229,7.7058001,-4.7319408,-2.4711214,0.28085407,1.0000,0.9350,0.8380
gal0_star00054,star,0.92875782,0.919785,-587.81703,272.09464,-14.737204,-3.6122439,-7.985134,0.24149436,1.0000,0.4190,0.0402
gal0_star00055,star,1.7876316,0.329187,101.4491,179.02779,-33.503411,-13.966342,7.1591333,0.13080149,0.9706,0.9167,0.6491
gal0_star00056,star,0.63347374,0.504639,862.01558,324.70233,-12.65166,-3.3235206,6.5753678,0.33181034,0.9718,0.7518,0.2514
gal0_star00057,star,1.0253591,0.819127,-147.39864,937.13673,24.773256,-7.2110552,-1.1415225,0.19822413,0.9865,0.7355,0.2622
gal0_star00058,star,1.9314963,0.546065,-861.5207,277.9967,7.1976367,-2.459801,-6.8507922,0.30143572,1.0000,0.9089,0.6347
gal0_star00059,star,1.1251951,0.590301,-301.09418,508.64765,9.7456017,-7.7758952,-4.9945793,0.20511005,0.9992,0.5623,0.1022
gal0_star00060,star,1.2932438,0.603862,-1625.1147,-61.258654,1.1101363,0.40731972,-5.7878583,0.18159051,1.0000,0.3736,0.0485
gal0_star00061,star,0.91209226,0.803287,-293.74616,-367.84351,-6.9222631,7.7957916,-6.1405825,0.17492189,1.0000,0.7045,0.2450
gal0_star00062,star,1.7196324,0.450553,654.76086,270.53768,8.1594204,-2.8894628,8.1469403,0.22194964,1.0000,0.5873,0.1262
gal0_star00063,star,0.80772182,0.459481,-371.16226,665.35946,-4.7512497,-6.7348079,-3.6793619,-0.21159997,0.9818,0.7349,0.2531
gal0_star00064,star,0.63472277,0.679534,195.97482,342.3649,-5.8410859,-10.226724,5.813925,0.18807305,0.9812,0.8492,0.4666
gal0_star00065,star,1.8944922,0.550801,-508.86417,78.638897,-8.6345456,-1.0993727,-10.154332,-0.50632535,1.0000,0.8346,0.4310
gal0_star00066,star,1.4595521,0.600271,-537.04349,1087.3949,18.430304,-5.5486853,-2.9964657,0.32386649,1.0000,0.5439,0.0809
gal0_star00067,star,0.55206611,0.915459,-124.15927,-264.27443,-27.054251,12.25618,-5.0979584,-0.44943572,0.9630,0.9240,0.6810
gal0_star00068,star,0.81200866,0.828771,-952.47059,76.528962,22.983831,-0.29325004,-7.6699463,-0.013773143,1.0000,0.9542,0.8500
gal0_star00069,star,1.002344,0.450644,-784.89958,-107.90369,-2.5485367,0.7093426,-8.0049319,-0.17102572,0.9902,0.3757,0.0418
gal0_star00070,star,0.70658638,0.610631,58.429762,22.431154,-9.4494187,-10.183178,26.79962,0.97390505,1.0000,0.9725,0.8588
gal0_star00071,star,0.62870285,0.674365,-128.80516,123.1367,30.835825,-12.169643,-11.580837,0.90106264,0.9849,0.9253,0.8379
gal0_star00072,star,1.7768123,0.348166,459.86976,-287.3287,-0.76630514,5.4714401,8.3387133,-0.34874857,0.9977,0.5949,0.1062
gal0_star00073,star,1.9865359,0.842282,-412.32189,709.17424,14.036028,-6.7176184,-4.2582063,0.14131416,1.0000,0.7130,0.2543
gal0_star00074,star,1.2864524,0.716408,224.302,315.58038,15.732478,-9.4086289,6.6193972,-0.58929076,1.0000,0.9569,0.8257
gal0_star00075,star,1.5703404,1.11693,-163.80749,324.27738,18.468793,-9.9371791,-5.3521206,-0.25142254,0.9951,0.7108,0.2290
gal0_star00076,star,1.655079,1.10871,879.87325,306.76608,5.6572894,-2.2475043,6.9990107,0.46809989,1.0000,0.3749,0.0301
gal0_star00077,star,1.2959392,0.362407,612.52818,497.6977,11.673247,-4.9600291,6.6187341,0.24991603,0.9598,0.9689,0.7986
gal0_star00078,star,1.5557302,0.76104,448.7341,322.27582,-16.39132,-5.6831956,7.7469385,0.18301592,0.9852,0.8684,0.4206
gal0_star00079,star,1.2797294,0.409678,-693.74925,-516.31427,18.429095,4.5358734,-5.9476985,0.043849869,0.9897,0.7117,0.2358
gal0_star00080,star,1.5829454,0.514926,625.7526,-680.81115,10.586281,5.2539704,4.5030639,-0.57655937,0.9851,0.9759,0.8322
gal0_star00081,star,0.80537904,0.592195,-342.6795,-201.8171,8.877587,5.7263111,-9.5812451,0.36387264,1.0000,0.7523,0.2645
gal0_star00082,star,1.3969997,1.10725,-1067.0827,354.45194,-15.899826,-1.7868895,-6.2773264,-0.24451304,1.0000,0.5559,0.0619
gal0_star00083,star,1.9260623,0.803085,460.25036,263.71699,-7.5562608,-4.426878,7.9345175,-0.1701797,1.0000,0.9374,0.6377
gal0_star00084,star,1.8382267,0.518692,-211.65304,515.7889,-23.406958,-8.5045323,-3.1663484,0.10826023,0.9821,0.3431,0.0472
gal0_star00085,star,1.2743886,0.724572,922.58096,-409.74219,19.327256,2.8887236,6.4661545,-0.79272859,1.0000,0.7214,0.2769
gal0_star00086,star,1.1923116,0.560486,-169.44739,133.73291,-38.345468,-8.7165581,-11.423744,0.14404644,0.9759,0.9551,0.8040
gal0_star00087,star,1.6701553,0.799885,154.6533,-416.1565,26.750458,9.3472598,3.9524344,-0.29247014,0.9880,0.9092,0.6454
gal0_star00088,star,1.6549087,1.04652,476.86039,273.5871,-14.328067,-4.4067104,8.5698799,0.078344212,0.9844,0.9446,0.6711
gal0_star00089,star,1.876865,0.578205,-406.87651,451.601,9.0751361,-6.7075972,-6.3526714,0.32440668,0.9824,0.3741,0.0249
gal0_star00090,star,0.82857766,0.432675,59.707178,192.00584,-30.736059,-14.720321,4.7920473,0.54933685,1.0000,0.7741,0.2578
gal0_star00091,star,1.1140868,0.332828,416.02347,-546.83379,-10.992668,6.7334669,4.6526757,-0.511026,0.9530,0.8563,0.4102
gal0_star00092,star,1.2247768,0.751296,-172.30338,-130.78521,-5.5645069,9.1264212,-13.318022,0.38786067,1.0000,0.7053,0.2383
gal0_star00093,star,0.86131909,0.889362,-929.84815,139.50569,5.5705025,-1.0645057,-7.275637,0.016457983,0.9702,0.9304,0.5965
gal0_star00094,star,1.0416044,0.892902,139.65746,-49.897499,17.854926,6.0841495,16.82323,-0.11323716,0.9842,0.8346,0.4200
gal0_star00095,star,0.92430769,1.03948,-537.25662,-35.287943,-8.5159353,0.57824445,-10.092177,0.13263028,0.9859,0.8585,0.4600
gal0_star00096,star,1.2262979,0.973323,452.89678,-540.46591,27.086892,6.9671102,5.2793478,0.22831794,1.0000,0.8469,0.5024
gal0_star00097,star,0.93765851,0.703248,-159.91018,962.81079,4.4967993,-6.6097748,-1.7544837,0.15986612,0.9912,0.9869,0.8219
gal0_star00098,star,0.85725646,0.303274,-654.3017,548.68877,34.474849,-5.0645415,-5.7221463,0.54321345,1.0000,0.8779,0.6398
gal0_star00099,star,0.90039912,0.960773,-755.32202,-348.87806,12.960974,3.2687082,-7.2385422,-0.078932282,0.9914,0.5329,0.1317
gal0_star00100,star,1.1942713,1.03202,261.26561,-812.46228,13.061204,7.3851618,2.1268539,-0.13783424,0.9936,0.7398,0.2353
gal0_star00101,star,1.2395962,0.703801,-173.50726,-503.09961,-19.442934,9.4502301,-3.0594053,-0.29955935,0.9549,0.3689,0.0685
gal0_star00102,star,0.56681157,0.426245,-157.05092,-77.096915,-10.066073,6.6256178,-15.114615,-0.16373117,1.0000,0.3624,0.0306
gal0_star00103,star,1.1887082,0.816023,-150.71067,745.86324,-8.6631361,-8.0418358,-1.6839607,0.45456265,0.9784,0.7069,0.2698
gal0_star00104,star,1.4923731,0.566985,-440.55455,-843.57321,-2.4479893,6.4035137,-3.3793288,0.28149859,0.9833,0.3506,0.0280
gal0_star00105,star,1.7824231,1.103,788.21232,-567.03739,2.1678021,4.2232853,5.832256,-0.13301585,1.0000,0.5468,0.0965
gal0_star00106,star,1.6911967,0.84209,-47.143884,113.52692,-14.559666,-16.718536,-7.3103502,1.2329239,0.9752,0.9669,0.8589
gal0_star00107,star,1.896159,0.410888,342.15762,-371.58313,34.693565,6.9574841,6.7013087,0.1734602,1.0000,0.3842,0.0453
gal0_star00108,star,1.7212339,1.0032,344.08248,-131.57651,-10.233958,4.9383478,10.754158,0.12136184,0.9751,0.4332,0.0435
gal0_star00109,star,1.7337893,0.509018,1311.4916,114.79115,0.86969378,-0.48417675,6.5533903,0.26669932,1.0000,0.8982,0.6730
gal0_star00110,star,1.4888118,0.54438,-248.06783,289.01746,8.5637452,-8.8671069,-7.3316491,-0.0036810591,1.0000,0.9147,0.6625
gal0_star00111,star,1.7667855,0.69537,-13.806206,95.135781,-23.211107,-22.455617,-2.8940089,0.86479616,1.0000,0.9523,0.8120
gal0_star00112,star,1.9629821,1.00912,48.602679,925.78574,-8.8705866,-7.2937558,-0.15322398,-0.1695011,1.0000,0.8753,0.6627
gal0_star00113,star,0.81054873,0.657238,181.28368,-201.21187,6.0916635,9.8420533,9.7231769,-0.18406337,0.9766,0.9511,0.8458
gal0_star00114,star,1.5953573,0.417753,1043.8052,958.92781,0.4956605,-4.1565644,4.548821,-0.07528256,1.0000,0.7150,0.2628
gal0_star00115,star,0.94331381,0.914911,65.582152,191.05733,2.6167999,-15.094399,5.2770757,-0.68568518,0.9957,0.8692,0.4143
gal0_star00116,star,1.1951955,0.434948,-66.745666,120.79078,-6.1064103,-15.556106,-8.8829866,-0.97730292,0.9987,0.9635,0.8094
gal0_star00117,star,0.60184376,0.341068,374.64224,-357.78157,6.0445578,6.6747912,7.1377127,0.013922093,0.9708,0.8504,0.4667
gal0_star00118,star,1.5906435,0.574366,390.92597,-94.148718,-10.998851,2.7508988,11.08438,-0.0021967892,0.9481,0.5613,0.1115
gal0_star00119,star,0.56864608,0.828226,128.96333,-1035.07,1.8371853,6.9606868,0.91692633,-0.63688558,0.9944,0.9800,0.8347
gal0_star00120,star,1.7608448,0.617941,639.45859,-687.60327,33.273155,5.6663048,4.7249074,-0.066878779,0.9930,0.5382,0.0829
gal0_star00121,star,0.85755433,1.02809,-51.734318,106.18755,3.0454201,-18.510454,-9.4353883,0.77034104,0.9887,0.3785,0.0458
gal0_star00122,star,1.3158675,0.78592,75.275485,-428.20472,10.414216,10.313388,1.4110631,-0.012981376,1.0000,0.3657,0.0786
gal0_star00123,star,0.75754912,0.533692,63.138106,-216.64153,-0.86945524,14.910867,3.8496248,-0.076190087,1.0000,0.7266,0.2600
gal0_star00124,star,0.90521254,0.55702,-682.09218,-575.37938,5.6287286,5.215009,-5.8148613,-0.051618104,1.0000,0.9615,0.8469
gal0_star00125,star,1.6665313,1.0444,65.120743,30.701224,-3.3536617,-10.436852,23.829729,-1.8310088,0.9925,0.8315,0.4430
gal0_star00126,star,0.74671646,0.345692,-308.77496,15.406363,-33.614477,-0.76824775,-12.725761,0.012454116,0.9994,0.3682,0.0140
gal0_star00127,star,1.9530597,0.490094,665.80533,125.18148,4.7314911,-2.1100057,8.4558362,-0.33705913,0.9947,0.8459,0.4561
gal0_star00128,star,1.9196764,1.08804,-25.034275,-134.76297,-27.852641,18.622518,-3.4670311,-0.86235569,0.9718,0.9405,0.6276
gal0_star00129,star,1.7062001,1.00989,273.5843,121.56445,17.362505,-5.2548902,11.512907,0.16917538,1.0000,0.6906,0.2341
gal0_star00130,star,1.7007462,0.490546,99.727625,126.48736,-17.53613,-14.190957,10.411673,1.0642304,0.9895,0.9728,0.8270
gal0_star00131,star,0.65980334,0.732177,-175.65148,-499.3919,-0.25633258,9.314127,-3.9693741,0.063928167,0.9826,0.6776,0.2484
gal0_star00132,star,1.0986471,0.436739,-112.52501,-320.1066,0.34877938,11.590935,-3.9077545,-0.38362193,0.9946,0.8451,0.4167
gal0_star00133,star,0.62004701,1.13879,410.35581,-54.749098,-34.182546,1.492925,10.794278,-0.34966242,1.0000,0.9685,0.8049
gal0_star00134,star,1.1898471,1.00506,498.41858,-994.45296,-5.0117443,6.0476584,3.3776453,0.23736952,1.0000,0.3286,0.0379
gal0_star00135,star,1.2462849,0.312096,-164.10164,319.83423,-6.4360922,-10.99563,-5.5347844,0.8907201,1.0000,0.8401,0.4595
gal0_star00136,star,0.93487713,0.728336,-99.34413,134.42156,33.868545,-14.160059,-10.862882,0.46350572,0.9645,0.5606,0.0870
gal0_star00137,star,0.89625913,1.01817,578.98415,-167.55524,-9.5958014,1.9071364,9.0833833,-0.33295164,1.0000,0.8197,0.4601
gal0_star00138,star,1.5635962,0.341463,340.24216,-125.76163,-3.6648833,4.2082182,11.042743,-0.32157491,0.9863,0.9685,0.8502
gal0_star00139,star,0.6808929,0.50474,61.577416,439.01054,37.354986,-10.860268,1.4309367,-0.04259881,0.9636,0.9690,0.8180
gal0_star00140,star,1.2675773,0.369821,844.08026,-526.41558,14.779382,3.8542145,6.0490406,0.107686,0.9993,0.9719,0.8589
gal0_star00141,star,0.83766043,1.08994,-342.58386,-265.77172,16.903762,6.5702027,-8.812856,1.2684747,1.0000,0.3687,0.0084
gal0_star00142,star,0.70411372,1.14068,677.9526,36.5083,7.7552527,-0.36106399,8.2983561,-0.37172074,0.9948,0.8651,0.4542
gal0_star00143,star,1.9282182,1.11794,417.88549,-21.740421,-10.171475,0.78269488,11.308833,0.23671306,1.0000,0.9508,0.6539
gal0_star00144,star,1.0428758,0.497572,-1849.6548,-35.73613,-11.714839,0.11548965,-5.2933681,-0.090866436,0.9911,0.8662,0.4271
gal0_star00145,star,1.1691843,1.08497,1059.9544,-5.0020568,-9.0903399,-0.36494655,6.779277,-0.12251131,1.0000,0.5654,0.0980
gal0_star00146,star,1.1826293,0.534329,743.48735,-302.11254,-26.754721,2.7573879,7.3632545,-0.42821049,1.0000,0.9236,0.6586
gal0_star00147,star,1.120148,0.530718,-168.5066,-151.50824,0.18922887,10.255618,-11.069104,-0.45608558,0.9896,0.8542,0.4302
gal0_star00148,star,1.5806827,0.446812,-243.11119,731.08732,8.1589906,-8.0193657,-2.5462488,-0.078382454,1.0000,0.4047,0.0708
gal0_star00149,star,1.7804201,0.625318,24.858004,-31.748376,7.2790169,27.754939,22.277677,-0.86941865,0.9538,0.8554,0.4239
gal0_star00150,star,1.4290976,0.724109,537.28282,1164.7115,-23.42841,-5.8328084,2.6481516,0.017819303,0.9815,0.3399,0.0452
gal0_star00151,star,1.1802941,0.987503,845.65272,-94.604609,-2.7861974,0.75058494,7.8356436,0.041664116,1.0000,0.8396,0.4704
gal0_star00152,star,1.5004984,0.613626,345.6573,-1461.4941,1.383122,5.5802023,1.356961,0.63413047,0.9840,0.3720,0.0000
gal0_star00153,star,1.5980998,0.325951,443.98517,287.29128,-5.4133013,-5.8308386,8.124135,-0.10523409,1.0000,0.5690,0.0915
gal0_star00154,star,1.2317904,0.696624,132.07935,431.69395,28.595823,-9.6627922,3.2412821,-0.44693278,1.0000,0.5558,0.1135
gal0_star00155,star,1.9171256,0.748356,-347.30677,266.71464,-5.7647902,-6.0980995,-8.4623394,-0.42112372,0.9825,0.3745,0.0186
gal0_star00156,star,1.6933826,0.364592,897.48926,146.92679,1.0912731,-1.180783,7.0664321,-0.11738628,1.0000,0.5448,0.1287
gal0_star00157,star,1.7417977,0.994346,47.783659,-380.00048,7.8812821,11.12074,1.5473196,0.12885685,0.9909,0.8252,0.4115
gal0_star00158,star,1.8237131,1.13424,984.64506,-983.1794,12.61934,4.0299435,4.1428547,0.19569808,0.9884,0.8590,0.4435
gal0_star00159,star,1.1796268,0.928738,-182.08241,497.99202,-13.200265,-9.6574493,-3.0435917,-0.47356934,1.0000,0.7976,0.4622
gal0_star00160,star,1.2252141,0.721925,47.066476,232.49034,12.931239,-14.018779,2.7999956,-0.32103916,0.9649,0.6930,0.2438
gal0_star00161,star,1.9761207,0.861391,-3.5710141,63.852889,15.565852,-26.550531,-3.121244,0.13538791,0.9907,0.3716,0.0148
gal0_star00162,star,1.4476127,1.09296,659.03054,250.81926,-14.736459,-3.2681022,7.5133609,-0.34814593,0.9858,0.3977,0.0225
